"","V1"
"585","Dbia.DBIA001822-PA;Dsuz.DS10_00010238;Snot.maker-scaffold5516-augustus-gene-0.5-mRNA-1;Dmel.FBgn0003178,FBpp0083611,FBtr0084214"
"586","Dmoj.FBpp0165692;Dmoj.FBpp0167404;Dmel.FBgn0029679,FBpp0070578,FBtr0070605"
"587","Dmoj.FBpp0161042;Dmoj.FBpp0161043;Dmel.FBgn0036829,FBpp0301551,FBtr0309798"
"588","Dmoj.FBpp0169848;Dmoj.FBpp0169850;Dmel.FBgn0020258,FBpp0080210,FBtr0080638"
"589","Dmoj.FBpp0166489;Dmoj.FBpp0173364;Dmel.FBgn0004373,FBpp0072415,FBtr0072515"
"590","Dmoj.FBpp0160470;Dmoj.FBpp0174073;Dmel.FBgn0039774,FBpp0085007,FBtr0085645"
"591","Dpse.FBpp0273178;Dpse.FBpp0281142;Dmel.FBgn0031070,FBpp0074578,FBtr0074809"
"592","Dpse.FBpp0274193;Dpse.FBpp0282064;Dmel.FBgn0036038,FBpp0076132,FBtr0076403"
"593","Dpse.FBpp0273949;Dpse.FBpp0277788;Dmel.FBgn0033491,FBpp0087421,FBtr0088332"
"594","Dpse.FBpp0277980;Dpse.FBpp0308120;Dmel.FBgn0028497,FBpp0071938,FBtr0072029"
"595","Dpse.FBpp0277999;Dpse.FBpp0308166;Dmel.FBgn0028408,FBpp0111843,FBtr0112930"
"596","Dpse.FBpp0308133;Dpse.FBpp0308134;Dmel.FBgn0034886,FBpp0303275,FBtr0330242"
"597","Dpse.FBpp0278034;Dpse.FBpp0308148;Dmel.FBgn0015838,FBpp0303474,FBtr0330624"
"598","Dpse.FBpp0308181;Dpse.FBpp0308182;Dmel.FBgn0263395,FBpp0085692,FBtr0086504"
"599","Dpse.FBpp0308192;Dpse.FBpp0308193;Dmel.FBgn0003715,FBpp0303264,FBtr0330231"
"600","Dpse.FBpp0308051;Dpse.FBpp0308052;Dmel.FBgn0033463,FBpp0087535,FBtr0088450"
"601","Dpse.FBpp0278166;Dpse.FBpp0308215;Dmel.FBgn0034158,FBpp0086177,FBtr0087026"
"602","Dpse.FBpp0276250;Dpse.FBpp0308105;Dmel.FBgn0050015,FBpp0112268,FBtr0113356"
"603","Dpse.FBpp0276180;Dpse.FBpp0307542;Dmel.FBgn0033633,FBpp0087232,FBtr0088133"
"604","Dpse.FBpp0276152;Dpse.FBpp0307300;Dmel.FBgn0086784,FBpp0100147,FBtr0301639"
"605","Dpse.FBpp0307317;Dpse.FBpp0307318;Dmel.FBgn0016047,FBpp0088405,FBtr0089379"
"606","Dpse.FBpp0307329;Dpse.FBpp0307330;Dmel.FBgn0010488,FBpp0100139,FBtr0100672"
"607","Dpse.FBpp0278464;Dpse.FBpp0307359;Dmel.FBgn0034720,FBpp0112019,FBtr0113106"
"608","Dpse.FBpp0276062;Dpse.FBpp0307362;Dmel.FBgn0020307,FBpp0071689,FBtr0071775"
"609","Dpse.FBpp0278520;Dpse.FBpp0306119;Dmel.FBgn0035049,FBpp0271771,FBtr0273263"
"610","Dpse.FBpp0278565;Dpse.FBpp0307066;Dmel.FBgn0034067,FBpp0086349,FBtr0087207"
"611","Dpse.FBpp0275961;Dpse.FBpp0307097;Dmel.FBgn0003701,FBpp0086004,FBtr0086825"
"612","Dpse.FBpp0275868;Dpse.FBpp0306336;Dmel.FBgn0034568,FBpp0271904,FBtr0273396"
"613","Dpse.FBpp0306339;Dpse.FBpp0306340;Dmel.FBgn0034570,FBpp0304845,FBtr0332594"
"614","Dpse.FBpp0275846;Dpse.FBpp0306453;Dmel.FBgn0034598,FBpp0112013,FBtr0113100"
"615","Dpse.FBpp0306372;Dpse.FBpp0306373;Dmel.FBgn0035002,FBpp0072198,FBtr0072291"
"616","Dpse.FBpp0278740;Dpse.FBpp0306374;Dmel.FBgn0000037,FBpp0072275,FBtr0072368"
"617","Dpse.FBpp0306375;Dpse.FBpp0306376;Dmel.FBgn0034999,FBpp0072175,FBtr0072268"
"618","Dpse.FBpp0283069;Dpse.FBpp0293305;Dmel.FBgn0011739,FBpp0085082,FBtr0085720"
"619","Dpse.FBpp0282962;Dpse.FBpp0293306;Dmel.FBgn0004606,FBpp0303607,FBtr0331180"
"620","Dpse.FBpp0292938;Dpse.FBpp0292939;Dmel.FBgn0003429,FBpp0303318,FBtr0330286"
"621","Dpse.FBpp0283189;Dpse.FBpp0292950;Dmel.FBgn0039667,FBpp0084796,FBtr0085428"
"622","Dpse.FBpp0292582;Dpse.FBpp0292955;Dmel.FBgn0004575,FBpp0099901,FBtr0100471"
"623","Dpse.FBpp0282464;Dpse.FBpp0297016;Dmel.FBgn0004889,FBpp0081664,FBtr0082186"
"624","Dpse.FBpp0283565;Dpse.FBpp0297023;Dpse.FBpp0283262;Dmel.FBgn0003890,FBpp0084630,FBtr0085261;Dmel.FBgn0003889,FBpp0081524,FBtr0082046"
"625","Dpse.FBpp0283648;Dpse.FBpp0297261;Dmel.FBgn0004882,FBpp0083776,FBtr0084384"
"626","Dpse.FBpp0283661;Dpse.FBpp0297265;Dmel.FBgn0010328,FBpp0111770,FBtr0112857"
"627","Dpse.FBpp0297326;Dpse.FBpp0297327;Dmel.FBgn0038339,FBpp0112152,FBtr0113240"
"628","Dpse.FBpp0282317;Dpse.FBpp0297336;Dmel.FBgn0041188,FBpp0082555,FBtr0083099"
"629","Dpse.FBpp0283672;Dpse.FBpp0292753;Dmel.FBgn0038337,FBpp0082560,FBtr0083106"
"630","Dpse.FBpp0283704;Dpse.FBpp0297806;Dmel.FBgn0038180,FBpp0082294,FBtr0082826"
"631","Dpse.FBpp0283706;Dpse.FBpp0288369;Dmel.FBgn0039588,FBpp0084662,FBtr0085293"
"632","Dpse.FBpp0300739;Dpse.FBpp0300740;Dmel.FBgn0029157,FBpp0084175,FBtr0084800"
"633","Dpse.FBpp0283768;Dpse.FBpp0297814;Dmel.FBgn0038098,FBpp0082195,FBtr0082727"
"634","Dpse.FBpp0300208;Dpse.FBpp0300209;Dmel.FBgn0259215,FBpp0288996,FBtr0299718"
"635","Dpse.FBpp0283910;Dpse.FBpp0283911;Dmel.FBgn0038208,FBpp0082368,FBtr0082907"
"636","Dpse.FBpp0282018;Dpse.FBpp0300357;Dmel.FBgn0001098,FBpp0088988,FBtr0089498"
"637","Dpse.FBpp0282012;Dpse.FBpp0300366;Dmel.FBgn0039137,FBpp0303396,FBtr0330370"
"638","Dpse.FBpp0300221;Dpse.FBpp0300222;Dmel.FBgn0037375,FBpp0289962,FBtr0300738"
"639","Dpse.FBpp0300280;Dpse.FBpp0300281;Dmel.FBgn0038475,FBpp0082864,FBtr0083423"
"640","Dpse.FBpp0300300;Dpse.FBpp0300301;Dmel.FBgn0053970,FBpp0099384,FBtr0100012"
"641","Dpse.FBpp0284263;Dpse.FBpp0300372;Dmel.FBgn0039411,FBpp0289845,FBtr0300618"
"642","Dpse.FBpp0281706;Dpse.FBpp0300373;Dmel.FBgn0001139,FBpp0089115,FBtr0084966"
"643","Dpse.FBpp0300374;Dpse.FBpp0300375;Dmel.FBgn0015269,FBpp0084326,FBtr0084952"
"644","Dpse.FBpp0300468;Dpse.FBpp0300736;Dmel.FBgn0010355,FBpp0293442,FBtr0304903"
"645","Dpse.FBpp0281638;Dpse.FBpp0300474;Dmel.FBgn0037448,FBpp0300399,FBtr0308038"
"646","Dpse.FBpp0284322;Dpse.FBpp0300480;Dmel.FBgn0037443,FBpp0289489,FBtr0300261"
"647","Dpse.FBpp0300699;Dpse.FBpp0300700;Dmel.FBgn0037702,FBpp0112119,FBtr0113207"
"648","Dpse.FBpp0300705;Dpse.FBpp0300706;Dmel.FBgn0003513,FBpp0297168,FBtr0306026"
"649","Dpse.FBpp0281266;Dpse.FBpp0284671;Dmel.FBgn0038274,FBpp0082467,FBtr0083008"
"650","Dpse.FBpp0284679;Dpse.FBpp0301247;Dmel.FBgn0017581,FBpp0082008,FBtr0082534"
"651","Dpse.FBpp0281265;Dpse.FBpp0301090;Dmel.FBgn0261885,FBpp0088543,FBtr0089581"
"652","Dpse.FBpp0273686;Dpse.FBpp0301253;Dmel.FBgn0016650,FBpp0082933,FBtr0083509"
"653","Dpse.FBpp0281251;Dpse.FBpp0301094;Dmel.FBgn0038404,FBpp0082707,FBtr0083253"
"654","Dpse.FBpp0281250;Dpse.FBpp0301093;Dmel.FBgn0063649,FBpp0112387,FBtr0113477"
"655","Dpse.FBpp0281237;Dpse.FBpp0285073;Dmel.FBgn0038303,FBpp0082592,FBtr0083138"
"656","Dpse.FBpp0284726;Dpse.FBpp0301645;Dmel.FBgn0002306,FBpp0081089,FBtr0081570"
"657","Dpse.FBpp0281189;Dpse.FBpp0301902;Dmel.FBgn0083963,FBpp0290294,FBtr0301072"
"658","Dpse.FBpp0281032;Dpse.FBpp0301879;Dmel.FBgn0039302,FBpp0293235,FBtr0304692"
"659","Dpse.FBpp0281000;Dpse.FBpp0301914;Dmel.FBgn0038725,FBpp0083211,FBtr0083801"
"660","Dpse.FBpp0279133;Dpse.FBpp0279134;Dmel.FBgn0012036,FBpp0079406,FBtr0079806"
"661","Dpse.FBpp0279010;Dpse.FBpp0279011;Dmel.FBgn0004837,FBpp0080261,FBtr0080700"
"662","Dpse.FBpp0278902;Dpse.FBpp0286893;Dmel.FBgn0264305,FBpp0303909,FBtr0331519"
"663","Dpse.FBpp0280954;Dpse.FBpp0285945;Dmel.FBgn0263144,FBpp0085336,FBtr0085992"
"664","Dsuz.DS10_00012294;Dsuz.DS10_00012601;Dmel.FBgn0000052,FBpp0078850,FBtr0079219"
"665","Dsuz.DS10_00012000;Dsuz.DS10_00012004;Dmel.FBgn0038810,FBpp0083319,FBtr0083911"
"666","Dsuz.DS10_00009279;Dsuz.DS10_00012726;Dmel.FBgn0028471,FBpp0084017,FBtr0084633"
"667","Dsuz.DS10_00012815;Dsuz.DS10_00012954;Dmel.FBgn0053094,FBpp0083373,FBtr0083966"
"668","Dsuz.DS10_00011214;Dsuz.DS10_00012453;Dmel.FBgn0038269,FBpp0112147,FBtr0113235"
"669","Dsuz.DS10_00007577;Dsuz.DS10_00010037;Dmel.FBgn0028484,FBpp0073067,FBtr0073211"
"670","Dsuz.DS10_00011526;Dsuz.DS10_00012063;Dmel.FBgn0037644,FBpp0081493,FBtr0082015"
"671","Dsuz.DS10_00010188;Dsuz.DS10_00010641;Dmel.FBgn0037565,FBpp0081353,FBtr0081864"
"672","Dsuz.DS10_00011807;Dsuz.DS10_00012192;Dmel.FBgn0036814,FBpp0074851,FBtr0075084"
"673","Dsuz.DS10_00011806;Dsuz.DS10_00012190;Dmel.FBgn0000261,FBpp0074825,FBtr0075058"
"674","Dsuz.DS10_00011288;Dsuz.DS10_00011290;Dmel.FBgn0036509,FBpp0075349,FBtr0075596"
"675","Dsuz.DS10_00011054;Dsuz.DS10_00011750;Dmel.FBgn0038744,FBpp0290339,FBtr0301117"
"676","Dsuz.DS10_00011050;Dsuz.DS10_00011748;Dmel.FBgn0038747,FBpp0083230,FBtr0083821"
"677","Dsuz.DS10_00001259;Dsuz.DS10_00005586;Dmel.FBgn0000422,FBpp0080710,FBtr0081167"
"678","Dsuz.DS10_00009860;Dsuz.DS10_00011035;Dmel.FBgn0005642,FBpp0084725,FBtr0085356"
"679","Dsuz.DS10_00012320;Dsuz.DS10_00012935;Dmel.FBgn0004882,FBpp0083776,FBtr0084384"
"680","Dsuz.DS10_00008570;Dsuz.DS10_00009379;Dmel.FBgn0037998,FBpp0082093,FBtr0082624"
"681","Dsuz.DS10_00003407;Dsuz.DS10_00005518;Dmel.FBgn0034817,FBpp0113056,FBtr0114564"
"682","Dsuz.DS10_00011898;Dsuz.DS10_00012637;Dmel.FBgn0038686,FBpp0304474,FBtr0332165"
"683","Dsuz.DS10_00008329;Dsuz.DS10_00008331;Dmel.FBgn0040212,FBpp0303401,FBtr0330375"
"684","Dbia.DBIA009320-PA;Dsuz.DS10_00011387;Dmel.FBgn0039329,FBpp0084222,FBtr0084848;Dsuz.DS10_00008340"
"685","Dsuz.DS10_00008598;Dsuz.DS10_00012886;Dmel.FBgn0037276,FBpp0078520,FBtr0078880"
"686","Dsuz.DS10_00008609;Dsuz.DS10_00013293;Dmel.FBgn0004913,FBpp0099511,FBtr0100159"
"687","Dsuz.DS10_00008754;Dsuz.DS10_00011246;Dmel.FBgn0045980,FBpp0084112,FBtr0084737"
"688","Dsuz.DS10_00008746;Dsuz.DS10_00011254;Dmel.FBgn0259233,FBpp0289120,FBtr0299842"
"689","Dsuz.DS10_00008753;Dsuz.DS10_00011247;Dmel.FBgn0039229,FBpp0084078,FBtr0084700"
"690","Dsuz.DS10_00006176;Dsuz.DS10_00007726;Dmel.FBgn0031975,FBpp0079155,FBtr0079533"
"691","Dsuz.DS10_00008977;Dsuz.DS10_00012019;Dmel.FBgn0051140,FBpp0303397,FBtr0330371"
"692","Dbia.DBIA001716-PA;Dsuz.DS10_00009949;Dsuz.DS10_00012870;Dmel.FBgn0037818,FBpp0081799,FBtr0082323;Dmel.FBgn0039050,FBpp0083743,FBtr0084350;Dmel.FBgn0039051,FBpp0083744,FBtr0084351;Dmel.FBgn0039049,FBpp0083741,FBtr0084348;Dmel.FBgn0039053,FBpp0083746,FBtr0084353;Dmel.FBgn0039052,FBpp0083745,FBtr0084352"
"693","Dsuz.DS10_00009119;Dsuz.DS10_00012792;Dmel.FBgn0036141,FBpp0075947,FBtr0076218"
"694","Dsuz.DS10_00009121;Dsuz.DS10_00012790;Dmel.FBgn0052082,FBpp0075945,FBtr0076216"
"695","Dsuz.DS10_00009492;Dsuz.DS10_00010989;Dmel.FBgn0039633,FBpp0303331,FBtr0330299"
"696","Dsuz.DS10_00010096;Dsuz.DS10_00010703;Dmel.FBgn0003515,FBpp0075149,FBtr0075391"
"697","Dsuz.DS10_00011819;Dsuz.DS10_00011891;Dmel.FBgn0002542,FBpp0081255,FBtr0081758"
"698","Dsuz.DS10_00012369;Dsuz.DS10_00012515;Dmel.FBgn0038205,FBpp0089282,FBtr0082912"
"699","Dsuz.DS10_00009206;Dsuz.DS10_00010888;Dmel.FBgn0261004,FBpp0078392,FBtr0078743"
"700","Dsuz.DS10_00009207;Dsuz.DS10_00009209;Dmel.FBgn0014366,FBpp0078400,FBtr0078751"
"701","Dsuz.DS10_00012405;Dsuz.DS10_00012406;Dmel.FBgn0038938,FBpp0083599,FBtr0084201"
"702","Dsuz.DS10_00010174;Dsuz.DS10_00012582;Dmel.FBgn0035543,FBpp0073154,FBtr0073298"
"703","Dsuz.DS10_00008085;Dsuz.DS10_00008086;Dmel.FBgn0037447,FBpp0081226,FBtr0081729"
"704","Dsuz.DS10_00009088;Dsuz.DS10_00009090;Dmel.FBgn0037135,FBpp0078095,FBtr0078441"
"705","Dsuz.DS10_00009760;Dsuz.DS10_00012739;Dmel.FBgn0051146,FBpp0081065,FBtr0081541"
"706","Dsuz.DS10_00011484;Dsuz.DS10_00012545;Dmel.FBgn0010926,FBpp0082928,FBtr0083504"
"707","Dsuz.DS10_00007278;Dsuz.DS10_00007783;Dmel.FBgn0035799,FBpp0076513,FBtr0076801"
"708","Dsuz.DS10_00002331;Dsuz.DS10_00010497;Dmel.FBgn0034496,FBpp0085616,FBtr0086304"
"709","Dbia.DBIA007776-PA;Dsuz.DS10_00011870;Dsuz.DS10_00011978;Dmel.FBgn0037931,FBpp0081919,FBtr0082443"
"710","Dsuz.DS10_00010700;Dsuz.DS10_00011203;Dmel.FBgn0038652,FBpp0083093,FBtr0083678"
"711","Dsuz.DS10_00009735;Dsuz.DS10_00013255;Dmel.FBgn0028470,FBpp0082833,FBtr0083392"
"712","Dsuz.DS10_00007439;Dsuz.DS10_00002052;Dmel.FBgn0003887,FBpp0085721,FBtr0086537"
"713","Dsuz.DS10_00002048;Dsuz.DS10_00008629;Dmel.FBgn0260934,FBpp0303278,FBtr0330245"
"714","Dsuz.DS10_00002259;Dsuz.DS10_00007439;Dmel.FBgn0003888,FBpp0072177,FBtr0072270"
"715","Dbia.DBIA004176-PA;Dsuz.DS10_00002741;Dsuz.DS10_00002743;Dmel.FBgn0022700,FBpp0071472,FBtr0071543;Dmel.FBgn0034580,FBpp0071463,FBtr0071534"
"716","Dsuz.DS10_00002793;Dsuz.DS10_00005586;Dmel.FBgn0005619,FBpp0087422,FBtr0088333"
"717","Dsuz.DS10_00005063;Dsuz.DS10_00011097;Dmel.FBgn0036206,FBpp0075816,FBtr0076085"
"718","Dsuz.DS10_00012620;Dsuz.DS10_00012622;Dmel.FBgn0003292,FBpp0075877,FBtr0076146"
"719","Dsuz.DS10_00008616;Dsuz.DS10_00010400;Dmel.FBgn0051374,FBpp0081875,FBtr0082399"
"720","Dsuz.DS10_00003639;Dsuz.DS10_00008712;Dmel.FBgn0263831,FBpp0076879,FBtr0077176"
"721","Dsuz.DS10_00004217;Dsuz.DS10_00011888;Dmel.FBgn0041194,FBpp0076654,FBtr0076945"
"722","Dsuz.DS10_00000229;Dsuz.DS10_00004362;Dmel.FBgn0035375,FBpp0072842,FBtr0072972"
"723","Dsuz.DS10_00008954;Dsuz.DS10_00008955;Dmel.FBgn0039152,FBpp0293091,FBtr0304161"
"724","Dsuz.DS10_00004781;Dsuz.DS10_00004789;Dmel.FBgn0031002,FBpp0074460,FBtr0074691"
"725","Dsuz.DS10_00008729;Dsuz.DS10_00013257;Dmel.FBgn0039208,FBpp0297166,FBtr0306024"
"726","Dsuz.DS10_00010504;Dsuz.DS10_00011621;Dmel.FBgn0038927,FBpp0083581,FBtr0084183"
"727","Dsuz.DS10_00010505;Dsuz.DS10_00011621;Dmel.FBgn0038926,FBpp0083582,FBtr0084184"
"728","Dsuz.DS10_00012095;Dsuz.DS10_00013102;Dmel.FBgn0036544,FBpp0088511,FBtr0089527"
"729","Dsuz.DS10_00000777;Dsuz.DS10_00007037;Dmel.FBgn0027280,FBpp0071081,FBtr0071129"
"730","Dyak.FBpp0264740;Dyak.FBpp0268267;Dmel.FBgn0041607,FBpp0089009,FBtr0089463"
"731","Dyak.FBpp0264741;Dyak.FBpp0268268;Dmel.FBgn0021760,FBpp0088469,FBtr0089460"
"732","Dyak.FBpp0267360;Dyak.FBpp0267971;Dmel.FBgn0012034,FBpp0078067,FBtr0078413"
"733","Dyak.FBpp0267446;Dyak.FBpp0267769;Dmel.FBgn0036937,FBpp0074638,FBtr0074869"
"734","Dyak.FBpp0256183;Dyak.FBpp0269907;Dmel.FBgn0037466,FBpp0081148,FBtr0081634"
"735","Dyak.FBpp0264744;Dyak.FBpp0268066;Dmel.FBgn0037060,FBpp0298376,FBtr0307387"
"736","Dyak.FBpp0264708;Dyak.FBpp0268072;Dmel.FBgn0037014,FBpp0077901,FBtr0078243"
"737","Dyak.FBpp0270145;Dyak.FBpp0261305;Dmel.FBgn0000463,FBpp0083153,FBtr0083739"
"738","Dyak.FBpp0256187;Dyak.FBpp0269923;Dmel.FBgn0037487,FBpp0292311,FBtr0303219"
"739","Dyak.FBpp0268952;Dyak.FBpp0268953;Dmel.FBgn0053337,FBpp0293154,FBtr0304612"
"740","Dyak.FBpp0262264;Dyak.FBpp0288634;Dyak.FBpp0288633"
"741","Dyak.FBpp0267303;Dyak.FBpp0268180;Dmel.FBgn0036568,FBpp0075203,FBtr0075446"
"742","Dyak.FBpp0264806;Dyak.FBpp0267819;Dmel.FBgn0036570,FBpp0075250,FBtr0075495"
"743","Dyak.FBpp0267387;Dyak.FBpp0267388;Dmel.FBgn0037026,FBpp0077930,FBtr0078272"
"744","Dyak.FBpp0264712;Dyak.FBpp0268255;Dmel.FBgn0016696,FBpp0077905,FBtr0078247"
"745","Dyak.FBpp0267416;Dyak.FBpp0267760;Dmel.FBgn0036984,FBpp0077892,FBtr0078234"
"746","Dyak.FBpp0267425;Dyak.FBpp0267426;Dmel.FBgn0036973,FBpp0077900,FBtr0078242"
"747","Dyak.FBpp0267448;Dyak.FBpp0267943;Dmel.FBgn0036935,FBpp0074639,FBtr0074870"
"748","Dyak.FBpp0267453;Dyak.FBpp0267947;Dmel.FBgn0036931,FBpp0074676,FBtr0074907"
"749","Dyak.FBpp0264607;Dyak.FBpp0268091;Dmel.FBgn0036859,FBpp0074760,FBtr0074992"
"750","Dyak.FBpp0267824;Dyak.FBpp0268138;Dmel.FBgn0000212,FBpp0303193,FBtr0330160"
"751","Dyak.FBpp0267875;Dyak.FBpp0268141;Dmel.FBgn0036544,FBpp0088511,FBtr0089527"
"752","Sfla.augustus_masked-scaffold01081-abinit-gene-0.6-mRNA-1_AED:0.08_eAED:0.09_QI:0_1_0_1_1_1_3_0_619;Sfla.augustus_masked-scaffold02927-abinit-gene-0.0-mRNA-1_AED:0.06_eAED:0.06_QI:0_1_0_1_1_1_3_0_619;Dmel.FBgn0002525,FBpp0078733,FBtr0079100"
"753","Sfla.augustus_masked-scaffold00110-abinit-gene-1.2-mRNA-1_AED:0.18_eAED:0.18_QI:0_0.33_0_0.9_1_1_10_0_1543;Sfla.augustus_masked-scaffold00262-abinit-gene-0.3-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.5_0_1_1_1_3_0_531;Sfla.augustus_masked-scaffold02394-abinit-gene-0.0-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.5_0_1_1_1_3_0_531"
"754","Sfla.augustus_masked-scaffold00189-abinit-gene-1.4-mRNA-1_AED:0.02_eAED:0.03_QI:0_0.33_0_1_1_1_4_0_929;Sfla.augustus_masked-scaffold02185-abinit-gene-0.0-mRNA-1_AED:0.05_eAED:0.05_QI:0_0.33_0_0.75_1_1_4_0_872;Dmel.FBgn0034408,FBpp0085750,FBtr0086566"
"755","Sfla.augustus_masked-scaffold00189-abinit-gene-0.4-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.63_0.16_1_1_1_12_0_1481;Sfla.augustus_masked-scaffold03199-abinit-gene-0.0-mRNA-1_AED:0.11_eAED:0.11_QI:0_0.5_0.2_0.8_1_1_5_0_843;Dmel.FBgn0034412,FBpp0113114,FBtr0114622"
"756","Sfla.augustus_masked-scaffold01662-abinit-gene-0.2-mRNA-1_AED:0.03_eAED:0.05_QI:0_0.66_0_1_1_1_7_0_1501;Sfla.augustus_masked-scaffold01964-abinit-gene-0.1-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.37_0_1_1_1_9_0_1653;Dmel.FBgn0032723,FBpp0080734,FBtr0081193"
"757","Sfla.augustus_masked-scaffold00494-abinit-gene-0.6-mRNA-1_AED:0.16_eAED:0.16_QI:0_0.4_0.16_0.83_1_1_6_0_1426;Sfla.augustus_masked-scaffold04185-abinit-gene-0.0-mRNA-1_AED:0.00_eAED:0.00_QI:0_-1_0_1_-1_1_1_0_1406;Dmel.FBgn0052296,FBpp0297428,FBtr0306332"
"758","Sfla.augustus_masked-scaffold00941-abinit-gene-0.0-mRNA-1_AED:0.02_eAED:0.02_QI:0_0.5_0_1_1_1_3_0_648;Sfla.augustus_masked-scaffold00995-abinit-gene-0.4-mRNA-1_AED:0.02_eAED:0.02_QI:0_0.5_0_1_1_1_3_0_648;Dmel.FBgn0035462,FBpp0073007,FBtr0073148"
"759","Sfla.augustus_masked-scaffold00279-abinit-gene-0.13-mRNA-1_AED:0.50_eAED:0.50_QI:0_0.84_0.42_0.92_1_1_14_0_786;Sfla.augustus_masked-scaffold02682-abinit-gene-0.0-mRNA-1_AED:0.13_eAED:0.13_QI:0_0.92_0.42_1_1_1_14_0_786;Dmel.FBgn0031518,FBpp0112952,FBtr0114460"
"760","Sfla.augustus_masked-scaffold00371-abinit-gene-0.19-mRNA-1_AED:0.01_eAED:0.01_QI:0_-1_0_1_-1_1_1_0_541;Sfla.augustus_masked-scaffold02766-abinit-gene-0.0-mRNA-1_AED:0.01_eAED:0.01_QI:0_-1_0_1_-1_1_1_0_541;Dmel.FBgn0020257,FBpp0303282,FBtr0330249"
"761","Sfla.augustus_masked-scaffold00848-abinit-gene-0.20-mRNA-1_AED:0.08_eAED:0.08_QI:0_0.71_0.37_0.87_1_1_8_0_721;Sfla.augustus_masked-scaffold02445-abinit-gene-0.0-mRNA-1_AED:0.07_eAED:0.07_QI:0_0.83_0.42_1_1_1_7_0_706;Dmel.FBgn0000183,FBpp0303259,FBtr0330226"
"762","Sfla.augustus_masked-scaffold00320-abinit-gene-0.4-mRNA-1_AED:0.07_eAED:0.07_QI:0_0_0_0.6_1_1_5_0_1475;Sfla.augustus_masked-scaffold01600-abinit-gene-0.0-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.33_0.14_0.71_1_1_7_0_1925;Dmel.FBgn0263973,FBpp0300169,FBtr0307514"
"763","Sfla.augustus_masked-scaffold00917-abinit-gene-0.3-mRNA-1_AED:0.12_eAED:0.12_QI:0_0.1_0_1_1_1_11_0_519;Sfla.augustus_masked-scaffold03641-abinit-gene-0.0-mRNA-1_AED:0.13_eAED:0.13_QI:0_0.1_0_1_1_1_11_0_529;Dmel.FBgn0004118,FBpp0084061,FBtr0084681"
"764","Sfla.augustus_masked-scaffold00731-abinit-gene-0.0-mRNA-1_AED:0.09_eAED:0.09_QI:0_0.05_0.05_1_1_1_18_0_1316;Sfla.augustus_masked-scaffold04095-abinit-gene-0.0-mRNA-1_AED:0.08_eAED:0.08_QI:0_0.08_0.07_1_1_1_13_0_954;Dmel.FBgn0028879,FBpp0080263,FBtr0080702"
"765","Sfla.augustus_masked-scaffold00661-abinit-gene-0.5-mRNA-1_AED:0.04_eAED:0.04_QI:0_0.42_0.25_0.87_1_1_8_0_799;Sfla.augustus_masked-scaffold01384-abinit-gene-0.2-mRNA-1_AED:0.08_eAED:0.08_QI:0_0.5_0.28_1_1_1_7_0_787;Dmel.FBgn0028582,FBpp0076509,FBtr0076795"
"766","Sfla.augustus_masked-scaffold00078-abinit-gene-2.0-mRNA-1_AED:0.13_eAED:0.13_QI:0_0.68_0.2_1_1_1_20_0_2445;Sfla.augustus_masked-scaffold03983-abinit-gene-0.0-mRNA-1_AED:0.05_eAED:0.06_QI:0_0.66_0_1_1_1_4_0_1348;Dmel.FBgn0261553,FBpp0291838,FBtr0302698"
"767","Sfla.augustus_masked-scaffold00171-abinit-gene-1.5-mRNA-1_AED:0.34_eAED:0.34_QI:0_0.25_0.11_0.77_1_1_9_0_910;Sfla.augustus_masked-scaffold02241-abinit-gene-0.0-mRNA-1_AED:0.15_eAED:0.15_QI:0_0_0_0.85_1_1_7_0_716;Dmel.FBgn0010473,FBpp0305668,FBtr0333484"
"768","Sfla.augustus_masked-scaffold00048-abinit-gene-1.7-mRNA-1_AED:0.05_eAED:0.05_QI:0_0.5_0.14_0.85_1_1_7_0_581;Sfla.augustus_masked-scaffold02633-abinit-gene-0.2-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.6_0.16_1_1_1_6_0_578;Dmel.FBgn0263776,FBpp0302706,FBtr0310569"
"769","Sfla.augustus_masked-scaffold00377-abinit-gene-0.4-mRNA-1_AED:0.12_eAED:0.13_QI:0_0.26_0.06_1_1_1_16_0_1670;Sfla.augustus_masked-scaffold01078-abinit-gene-0.2-mRNA-1_AED:0.13_eAED:0.13_QI:0_0.26_0.06_1_1_1_16_0_1675;Dmel.FBgn0033354,FBpp0087756,FBtr0088675"
"770","Sfla.augustus_masked-scaffold00181-abinit-gene-0.4-mRNA-1_AED:0.01_eAED:0.01_QI:0_0_0_1_1_1_5_0_757;Sfla.augustus_masked-scaffold02515-abinit-gene-0.0-mRNA-1_AED:0.02_eAED:0.02_QI:0_0_0_1_1_1_5_0_757;Dmel.FBgn0263988,FBpp0072438,FBtr0072539"
